Budget,Certificate,Gross,Keywords,Original_Language,Popularity,Production_Companies,Production_Countries,Released_Year,Revenue,Series_Title,date_details
0,NR,0.0,"['japan', 'samurai', 'corruption', 'temple', 'fighter', 'black and white', 'jidaigeki', 'edo period', 'feudal japan', 'bakumatsu']",ja,2.1993,['TOHO'],['Japan'],1962,0,Sanjuro,1962-01-01
3200000,PG-13,8000000.0,"['gunslinger', 'showdown', 'funeral', 'legend', 'ranch', 'outlaw', 'lawyer', 'black and white', 'stagecoach', 'cowboy']",en,4.0501,"['Paramount Pictures', 'John Ford Productions']",['United States of America'],1962,8000000,The Man Who Shot Liberty Valance,1962-04-13
0,PG,0.0,"['dreams', 'spy', 'world war ii', 'swamp', 'flashback', 'black and white', 'animals', 'apple', 'flare', '1940s', 'children in wartime']",ru,2.0686,"['Tretye Tvorcheskoe Obyedinenie', 'Mosfilm']",['Soviet Union'],1962,0,Ivanovo detstvo,1962-04-06
0,15,700000.0,"['rape', 'brother', 'peasant', 'child murder', 'revenge', 'pregnant woman', 'medieval', 'rape and revenge', '13th century', 'spring (water)']",sv,1.5259,['SF Studios'],['Sweden'],1960,700000,Jungfrukällan,1960-02-08
2000000,NR,2000000.0,"['politician', 'based on true story', 'trial', 'teacher', 'lawyer', 'courtroom', 'evolution', 'rhetoric', 'scopes monkey trial', 'judiciary', 'courtroom drama']",en,3.5444,"['Stanley Kramer Productions', 'United Artists']",['United States of America'],1960,2000000,Inherit the Wind,1960-06-26
0,NR,0.0,"['paris, france', 'delinquent', 'coming of age', 'black and white', 'fingerprint', 'semi autobiographical', 'skipping school', 'mugshot', 'strict teacher', 'montmartre, paris']",fr,2.0896,"['Les Films du Carrosse', 'Sédif Productions']",['France'],1959,0,Les quatre cents coups,1959-05-04
15000000,G,164000000.0,"['epic', 'governor', 'middle east', 'based on novel or book', 'roman empire', 'politics', 'christianity', 'jew persecution', 'jewish life', 'roman', 'miracle', 'jerusalem', 'prince', 'chariot race', 'leprosy', 'redemption', 'religious conversion', 'ancient rome', 'love', 'friends', 'remake', 'revenge', 'judaism', 'religion', 'historical fiction', 'period drama', 'dungeon', 'galley', 'hatred', 'sheikh', 'sea battle', 'jewish family', 'galley slave', 'childhood sweetheart', 'salvation', '1st century', 'jesus christ', 'false imprisonment', 'judea', 'subjugated people', 'awestruck']",en,6.0503,['Metro-Goldwyn-Mayer'],['United States of America'],1959,164000000,Ben-Hur,1959-11-18
0,PG,57673.0,"['japan', 'male friendship', 'jidaigeki', 'sengoku period', 'feudal japan', '16th century', 'mountain fortress']",ja,2.9298,['TOHO'],['Japan'],1958,57673,Kakushi-toride no san-akunin,1958-12-28
0,16,752045.0,"['rome, italy', 'optimism', 'house', 'poverty', 'prostitution', 'madonna', 'heartbreak', 'rescue from drowning', 'ostia italy', 'shrine', 'hypnotist', 'railway station', 'starving', 'accountant']",it,1.4663,"['DDL Cinematografica', 'Les Films Marceau']","['Italy', 'France']",1957,752045,Le notti di Cabiria,1957-05-11
0,12,13422.0,"['japan', 'samurai', 'based on novel or book', 'prophecy', 'castle', 'ambition', 'betrayal', 'ghost', 'jidaigeki', 'sengoku period', 'feudal lord', 'feudal japan']",ja,2.7286,['TOHO'],['Japan'],1957,13422,Kumonosu-jô,1957-01-15
3000000,PG,44908000.0,"['japan', 'based on novel or book', 'resistance', 'river', 'world war ii', 'prisoner of war', 'thailand', 'bridge', 'burma', 'pacific war', 'bridge blowup', 'dramatic']",en,3.677,['Horizon Pictures'],['United Kingdom'],1957,44908000,The Bridge on the River Kwai,1957-10-02
910000,NR,960000.0,"['corruption', 'new jersey', 'murder', 'mafia', 'black and white', 'union', 'dock', 'longshoreman', 'pigeon', 'ex-boxer']",en,2.8277,"['Columbia Pictures', 'Horizon Pictures']",['United States of America'],1954,960000,On the Waterfront,1954-06-22
0,PG-13,0.0,"['petrol', 'fire', 'life and death', 'based on novel or book', 'unsociability', 'central and south america', 'capitalism', 'venezuela', 'tanker', 'dynamite', 'male friendship', 'nitroglycerin', 'truck', 'oil', 'fear', 'explosion', 'central america', 'on the road', 'south america', 'labor', 'driver', 'road movie', 'wage', 'dangerous driving', 'fear of death', 'life or death', 'road', 'job', 'labour', 'desperation']",fr,1.868,"['Compagnie Industrielle et Commerciale Cinématographique', 'Véra Films', 'Fono Roma', 'Filmsonor']","['France', 'Italy']",1953,0,Le salaire de la peur,1953-04-15
1821052,NR,1300000.0,"['rescue', 'sheriff', 'journalism', 'new mexico', 'satire', 'film noir', 'reporter', 'black and white', 'trapped', 'desert', 'newspaper man']",en,1.42,['Paramount Pictures'],['United States of America'],1951,1300000,Ace in the Hole,1951-06-14
1300000,NR,3483000.0,"['prison', 'undercover agent', 'parent child relationship', 'gangster', 'psychopath', ""mama's boy"", 'heist', 'film noir', 'on the run', 'shootout', 'train', 'explosion', 'killer', 'inmate', 'criminal gang', 'prison break', 'infiltrate', 'unfaithful wife']",en,3.0868,['Warner Bros. Pictures'],['United States of America'],1949,3483000,White Heat,1949-09-02
0,NR,1226098.0,"['staged death', 'black market', 'cemetery', 'investigation', 'soviet military', 'prater', 'british army', 'austria', 'cover-up', 'film noir', 'black and white', 'foot chase', 'vienna, austria', 'sewer', 'missing person', 'post world war ii', 'ferris wheel', 'grim', 'penicillin', 'forged passport', 'ominous']",en,2.9955,['London Films Productions'],['United Kingdom'],1949,1226098,The Third Man,1949-08-31
500000,NR,10000000.0,"['dance', 'new love', 'london, england', 'dance performance', 'composer', 'ballet dancer', 'ballet', 'red shoes']",en,1.2375,['The Archers'],['United Kingdom'],1948,10000000,The Red Shoes,1948-07-22
500000,NR,0.0,"['salesclerk', 'secret love', 'lovesickness', 'budapest, hungary', 'anonymous letter', 'man woman relationship', 'pen pals', 'love', 'co-workers relationship', 'music box', 'bickering', 'gift shop', 'holiday season', 'christmas', 'parfumerie']",en,2.8952,['Metro-Goldwyn-Mayer'],['United States of America'],1940,0,The Shop Around the Corner,1940-01-10
1288000,NR,7592465.0,"['based on novel or book', 'age difference', 'obsession', 'monte carlo', 'bride', 'cornwall, england', 'love', 'film noir', 'rural area', 'devotion', 'housekeeper', 'gothic', 'death', 'estate', 'costume party', 'mysterious death', 'gothic thriller', 'age-gap relationship']",en,2.057,['Selznick International Pictures'],['United States of America'],1940,7592465,Rebecca,1940-03-21
1500000,NR,9600000.0,"['governor', 'washington dc, usa', 'senate', 'senator', 'sightseeing', 'politician', 'idealist', 'dam', 'camp', 'conservative', 'black and white', 'disillusionment', 'political corruption', 'integrity', 'usa politics', 'determination', 'filibuster', 'walkout', 'political machine', 'smear campaign', 'expulsion attempt', 'inspirational']",en,2.2597,['Columbia Pictures'],['United States of America'],1939,9600000,Mr. Smith Goes to Washington,1939-10-17
4000000,G,402352579.0,"['civil war', 'based on novel or book', 'marriage crisis', 'loss of loved one', 'widow', 'atlanta', 'slavery', 'plantation', 'typhus', 'romance', 'casualty of war', 'second marriage', 'revisionist history', 'american civil war', 'technicolor', 'racist stereotype', 'reconstruction era', 'businesswoman', '1860s', '1870s', 'antebellum south', 'powerful', 'pro slavery', 'lost cause']",en,7.747,"['Selznick International Pictures', 'Metro-Goldwyn-Mayer']",['United States of America'],1939,402352579,Gone with the Wind,1939-12-15
0,NR,172885.0,"['prisoner', 'france', 'countryside', 'escape', 'germany', 'world war i', 'prisoner of war', 'brotherhood', 'camp', 'aristocrat', 'fraternity', 'war injury', 'escaped prisoner', 'prison camp', 'trying to escape', 'escape plan', 'humanism']",fr,2.7206,"[""Réalisation d'Art Cinématographique""]",['France'],1937,172885,La Grande Illusion,1937-06-04
325000,NR,4500000.0,"['newspaper', 'miami, florida', 'marriage', 'reporter', 'black and white', 'screwball comedy', 'socialite', 'pre-code', 'based on short story', 'screwball', 'hitchhiking', 'road movie', 'rich girl', 'frantic', 'brat', 'trains', 'lighthearted', 'witty', 'romantic', 'cliché']",en,1.8277,['Columbia Pictures'],['United States of America'],1934,4500000,It Happened One Night,1934-02-18
0,NR,18121.0,"['suffering', 'court case', 'judge', 'sentence', 'woman martyr', 'heresy', 'trial', 'religion', 'torture chamber', 'black and white', 'saint', 'martyrdom', 'dove', 'silent film', 'catholicism', 'martyr', 'joan of arc', 'forgery', 'judiciary', '15th century', 'burning at stake', 'holy communion', 'bloodletting', 'inspirational', ""jeanne d'arc""]",fr,1.9615,['Société générale des films'],['France'],1928,18121,La passion de Jeanne d'Arc,1928-04-21
9000000,G,0.0,"['circus', 'one-sided love', 'tramp', 'unrequited love', 'black and white', 'silent film', 'employer employee relationship']",en,1.826,['Charles Chaplin Productions'],['United States of America'],1928,0,The Circus,1928-01-06
0,NR,1636000.0,"['adultery', 'lake', 'love triangle', 'pig', 'marriage crisis', 'country life', 'indian summer ', 'redemption', 'rural area', 'black and white', 'storm', 'silent film', 'farmer', 'troubled marriage', 'german expressionism']",en,2.8802,['Fox Film Corporation'],['United States of America'],1927,1636000,Sunrise: A Song of Two Humans,1927-09-23
750000,NR,1000000.0,"['cannon', 'army', 'general', 'southern usa', 'spy', 'fiancé', 'bridge', 'engineer', 'attack', 'black and white', 'train', 'silent film', 'behind enemy lines', 'american civil war']",en,2.3325,"['Joseph M. Schenck Productions', 'Buster Keaton Productions']",['United States of America'],1926,1000000,The General,1926-12-25
18000,NR,8811.0,"['insane asylum', 'black and white', 'silent film', 'unreliable narrator', 'expressionism', 'somnambulist', 'unreliable flashback', 'megalomania', 'madman', 'somnambulism', 'german expressionism', 'ominous']",de,2.825,['Decla Film Gesellschaft Holz & Co.'],['Germany'],1920,8811,Das Cabinet des Dr. Caligari,1920-02-26
4000000,U/A,39000000.0,"['social comedy', 'pregnancy', 'middle-aged parents', 'family']",hi,1.4019,"['Junglee Pictures', 'Chrome Pictures']",['India'],2018,39000000,Badhaai ho,2018-10-18
0,PG,0.0,"['snowstorm', 'husky', 'based on true story', 'puppy', 'alaska', 'snow', 'historical', 'dog', 'sled dogs', 'run', '1920s', 'pets']",en,5.967,['Walt Disney Pictures'],['United States of America'],2019,0,Togo,2019-12-20
4500000,14,32000000.0,"['evacuation', 'based on true story', 'iraq war']",hi,1.4881,"['T-Series', 'Hari Om Entertainment', 'Cape Of Good Films', 'Viacom18 Studios', 'Abundantia Entertainment', 'Emmay Entertainment']",['India'],2016,32000000,Airlift,2016-01-22
13000000,PG-13,150000000.0,"['religion', 'journey', 'lost child']",hi,4.2353,"['Rockline Entertainments', 'Kabir Khan Films', 'Salman Khan Films']",['India'],2015,150000000,Bajrangi Bhaijaan,2015-07-15
0,U/A,0.0,"['espionage', 'counter-terrorism', 'secret mission', 'indian intelligence']",hi,1.557,"['T-Series', 'Cape Of Good Films', 'Crouching Tiger Motion Pictures', 'Friday Filmworks']",['India'],2015,0,Baby,2015-01-23
30000000,PG-13,509183536.0,"['dancing', 'dance', 'jazz', 'musical', 'ambition', 'casting', 'coffee shop', 'jazz club', 'traffic jam', 'hollywood', 'los angeles, california', 'pianist', 'pier', 'audition', ""valentine's day"", 'planetarium', 'aspiring actor', 'movie set', 'sunset', 'one woman show', 'pool party', 'white savior', 'griffith observatory', 'exuberant']",en,10.1383,"['Summit Entertainment', 'Gilbert Films', 'Impostor Pictures', 'Marc Platt Productions']",['United States of America'],2016,509183536,La La Land,2016-08-31
12000000,PG-13,140312928.0,"['australia', 'based on novel or book', 'adoption', 'affectation', 'biography', 'based on true story', 'india', 'missing child', 'long lost relative', 'tasmania', 'street child', 'dramatic', 'familiar']",en,7.7754,"['The Weinstein Company', 'See-Saw Films', 'Screen Australia', 'Aquarius Films', 'Sunstar Entertainment']","['Australia', 'United Kingdom', 'United States of America']",2016,140312928,Lion,2016-09-10
108000000,PG-13,631058917.0,"['spacecraft', 'planet mars', 'based on novel or book', 'nasa', 'isolation', 'botanist', 'alone', 'survival', 'space', 'engineering', 'stranded', 'astronaut', 'struggle for survival', 'duringcreditsstinger', 'deep space', 'potatoes', '2030s', 'suspenseful']",en,14.3366,"['Genre Films', 'TSG Entertainment', '20th Century Fox', 'Scott Free Productions']",['United States of America'],2015,631058917,The Martian,2015-09-11
150000000,PG,1025521689.0,"['sheep', 'allegory', 'lion', 'hippopotamus', 'cartoon', 'villain', 'bullying', 'polar bear', 'con artist', 'anthropomorphism', 'revenge', 'conspiracy', 'urban', 'female protagonist', 'rookie cop', 'missing person', 'fable', 'racial prejudice', 'injustice', 'reconciliation', 'female villain', 'buddy cop', 'stereotype', 'cartoon rabbit', 'villain arrested', 'discrimination', 'cartoon bear', 'cartoon animal', 'cartoon fox', 'cartoon elephant', 'admiring', 'cheerful', 'farcical']",en,20.7314,"['Walt Disney Animation Studios', 'Walt Disney Pictures']",['United States of America'],2016,1025521689,Zootopia,2016-02-11
25130430,NR,90747520.0,"['kingdom', 'medieval india', 'ancient india', 'bilingual']",te,5.3788,['Arka Media Works'],['India'],2015,90747520,Bãhubali: The Beginning,2015-07-10
49300000,PG,24366656.0,"['princess', 'historical', 'japanese woman', 'based on fairy tale', 'japanese folklore', 'bamboo', 'anime', 'fantasy', 'kaguya', 'approving', 'princesa']",ja,4.8335,"['Studio Ghibli', 'Hakuhodo DY Media Partners', 'KDDI', 'Mitsubishi Shoji', 'Nippon Television Network Corporation', 'TOHO', 'T2 Studio']",['Japan'],2013,24366656,Kaguyahime no monogatari,2013-11-23
20000000,PG,315025930.0,"['exclusion', 'bullying', 'coney island', 'prejudice', 'school', ""based on children's book"", 'family', 'physical disability', 'treacher collins syndrome', 'relaxed', 'melodramatic']",en,6.2337,"['Lionsgate', 'Participant', 'Walden Media', 'Mandeville Films', 'TIK Films']","['Canada', 'Hong Kong', 'United States of America']",2017,315025930,Wonder,2017-11-13
5782853,12A,28299498.0,"['rap music', 'slum', 'rapper', 'ghetto', 'mumbai (bombay), india', 'poverty', 'rapper wannabe', 'inspirational']",hi,1.629,"['Excel Entertainment', 'Tiger Baby']",['India'],2019,28299498,Gully Boy,2019-02-14
7100000,NR,18000000.0,"['heist', 'con artist', 'theft']",hi,2.5991,['Friday Filmworks'],['India'],2013,18000000,Special Chabbis,2013-02-07
1000000,R,1645164.0,"['child abuse', 'parent child relationship', 'suicide attempt', 'social worker', 'pregnancy', 'parole', 'incest', 'foster child', 'troubled teen', 'foster care', 'group home', 'care home', 'based on short']",en,1.5809,"['Traction Media', 'Animal Kingdom']",['United States of America'],2013,1645164,Short Term 12,2013-03-10
4500000,R,6566916.0,"['prison', 'martial arts', 'police', 'undercover', 'fight', 'gangster', 'gore', 'mafia', 'combat', 'crime family', 'silat', 'outnumbered', 'awestruck', 'indonesian action', 'mafia family']",id,3.7661,"['XYZ Films', 'PT. Merantau Films', 'Stage 6 Films', 'Entertainment One', 'Sony Pictures Classics']","['Indonesia', 'United States of America']",2014,6566916,Serbuan maut 2: Berandal,2014-01-21
14000000,PG-13,233555708.0,"['england', 'homophobia', 'world war ii', 'mathematician', 'genius', 'biography', 'male homosexuality', 'code breaking', 'lgbt', 'logician', 'cryptography', 'math genius', 'gay theme', 'codes', 'amused', 'assertive', 'commanding']",en,14.3013,"['Bristol Automotive', 'Black Bear Pictures', 'FilmNation Entertainment']","['United States of America', 'United Kingdom']",2014,233555708,The Imitation Game,2014-08-29
170000000,PG-13,772776600.0,"['spacecraft', 'based on comic', 'space', 'orphan', 'adventurer', 'aftercreditsstinger', 'duringcreditsstinger', 'marvel cinematic universe (mcu)']",en,9.3388,['Marvel Studios'],['United States of America'],2014,772776600,Guardians of the Galaxy,2014-07-30
150000000,R,259239658.0,"['future', 'android', 'bounty hunter', 'artificial intelligence (a.i.)', 'genetics', 'dystopia', 'sequel', 'cyberpunk', 'los angeles, california', 'las vegas', 'tech noir', 'meditative', 'human clone', 'blade runner', '2040s', 'cautionary', 'audacious', 'compassionate']",en,15.7226,"['Alcon Entertainment', 'Columbia Pictures', 'Scott Free Productions', 'Bud Yorkin Productions', 'Torridon Films', '16:14 Entertainment']","['Canada', 'United Kingdom', 'United States of America']",2017,259239658,Blade Runner 2049,2017-10-03
23000000,R,47351251.0,"['future', 'artificial intelligence (a.i.)', 'computer', 'satire', 'love', 'loneliness', 'transhumanism', 'los angeles, california', 'heartbreak', 'semi autobiographical', 'speculative', 'singularity', 'near future', 'serene', 'intimate', 'provocative', 'dramatic', 'comforting', 'melodramatic', 'operating system']",en,10.8196,['Annapurna Pictures'],['United States of America'],2013,47351251,Her,2013-10-12
